"season","team","opponent","playing","half","goals"
"2015/16","Watford","Liverpool",1,"second",1
"2015/16","Swansea","West Ham",1,"second",0
"2015/16","Liverpool","Watford",0,"second",0
"2015/16","West Ham","Swansea",0,"second",0
"2015/16","Arsenal","Man City",1,"second",0
"2015/16","Man City","Arsenal",0,"second",1
"2015/16","Stoke","Man Utd",1,"second",0
"2015/16","Swansea","West Brom",1,"second",0
"2015/16","Tottenham","Norwich",1,"second",1
"2015/16","Aston Villa","West Ham",1,"second",1
"2015/16","Chelsea","Watford",1,"second",1
"2015/16","Bournemouth","Crystal Palace",1,"second",0
"2015/16","Liverpool","Leicester",1,"second",1
"2015/16","Newcastle","Everton",1,"second",0
"2015/16","Man City","Sunderland",1,"second",1
"2015/16","Southampton","Arsenal",1,"second",3
"2015/16","Man Utd","Stoke",0,"second",0
"2015/16","West Brom","Swansea",0,"second",0
"2015/16","Norwich","Tottenham",0,"second",0
"2015/16","West Ham","Aston Villa",0,"second",0
"2015/16","Watford","Chelsea",0,"second",1
"2015/16","Crystal Palace","Bournemouth",0,"second",0
"2015/16","Leicester","Liverpool",0,"second",0
"2015/16","Everton","Newcastle",0,"second",1
"2015/16","Sunderland","Man City",0,"second",1
"2015/16","Arsenal","Southampton",0,"second",0
"2015/16","Arsenal","Bournemouth",1,"second",1
"2015/16","Man Utd","Chelsea",1,"second",0
"2015/16","West Ham","Southampton",1,"second",2
"2015/16","Norwich","Aston Villa",1,"second",1
"2015/16","Crystal Palace","Swansea",1,"second",0
"2015/16","Everton","Stoke",1,"second",2
"2015/16","Watford","Tottenham",1,"second",0
"2015/16","West Brom","Newcastle",1,"second",1
"2015/16","Bournemouth","Arsenal",0,"second",0
"2015/16","Chelsea","Man Utd",0,"second",0
"2015/16","Southampton","West Ham",0,"second",0
"2015/16","Aston Villa","Norwich",0,"second",0
"2015/16","Swansea","Crystal Palace",0,"second",0
"2015/16","Stoke","Everton",0,"second",2
"2015/16","Tottenham","Watford",0,"second",1
"2015/16","Newcastle","West Brom",0,"second",0
"2015/16","Leicester","Man City",1,"second",0
"2015/16","Man City","Leicester",0,"second",0
"2015/16","Sunderland","Liverpool",1,"second",0
"2015/16","Liverpool","Sunderland",0,"second",1
"2015/16","Watford","Man City",1,"second",1
"2015/16","Leicester","Bournemouth",1,"second",0
"2015/16","Arsenal","Newcastle",1,"second",1
"2015/16","West Brom","Stoke",1,"second",2
"2015/16","Sunderland","Aston Villa",1,"second",2
"2015/16","Man Utd","Swansea",1,"second",2
"2015/16","West Ham","Liverpool",1,"second",1
"2015/16","Norwich","Southampton",1,"second",1
"2015/16","Man City","Watford",0,"second",2
"2015/16","Bournemouth","Leicester",0,"second",0
"2015/16","Newcastle","Arsenal",0,"second",0
"2015/16","Stoke","West Brom",0,"second",1
"2015/16","Aston Villa","Sunderland",0,"second",1
"2015/16","Swansea","Man Utd",0,"second",1
"2015/16","Liverpool","West Ham",0,"second",0
"2015/16","Southampton","Norwich",0,"second",0
"2015/16","Everton","Tottenham",1,"second",0
"2015/16","Crystal Palace","Chelsea",1,"second",0
"2015/16","Tottenham","Everton",0,"second",0
"2015/16","Chelsea","Crystal Palace",0,"second",2
"2015/16","Aston Villa","Crystal Palace",1,"second",1
"2015/16","Bournemouth","West Ham",1,"second",0
"2015/16","Newcastle","Man Utd",1,"second",2
"2015/16","Crystal Palace","Aston Villa",0,"second",0
"2015/16","West Ham","Bournemouth",0,"second",3
"2015/16","Man Utd","Newcastle",0,"second",1
"2015/16","Tottenham","Leicester",1,"second",0
"2015/16","Liverpool","Arsenal",1,"second",1
"2015/16","Swansea","Sunderland",1,"second",0
"2015/16","Man City","Everton",1,"second",0
"2015/16","Chelsea","West Brom",1,"second",1
"2015/16","Stoke","Norwich",1,"second",3
"2015/16","Southampton","Watford",1,"second",1
"2015/16","Leicester","Tottenham",0,"second",1
"2015/16","Arsenal","Liverpool",0,"second",1
"2015/16","Sunderland","Swansea",0,"second",3
"2015/16","Everton","Man City",0,"second",0
"2015/16","West Brom","Chelsea",0,"second",1
"2015/16","Norwich","Stoke",0,"second",1
"2015/16","Watford","Southampton",0,"second",0
"2015/16","Aston Villa","Leicester",1,"second",1
"2015/16","Chelsea","Everton",1,"second",3
"2015/16","Bournemouth","Norwich",1,"second",2
"2015/16","Southampton","West Brom",1,"second",1
"2015/16","Newcastle","West Ham",1,"second",0
"2015/16","Man City","Crystal Palace",1,"second",2
"2015/16","Tottenham","Sunderland",1,"second",3
"2015/16","Leicester","Aston Villa",0,"second",0
"2015/16","Everton","Chelsea",0,"second",3
"2015/16","Norwich","Bournemouth",0,"second",0
"2015/16","West Brom","Southampton",0,"second",0
"2015/16","West Ham","Newcastle",0,"second",1
"2015/16","Crystal Palace","Man City",0,"second",0
"2015/16","Sunderland","Tottenham",0,"second",0
"2015/16","Stoke","Arsenal",1,"second",0
"2015/16","Liverpool","Man Utd",1,"second",0
"2015/16","Arsenal","Stoke",0,"second",0
"2015/16","Man Utd","Liverpool",0,"second",1
"2015/16","Swansea","Watford",1,"second",0
"2015/16","Watford","Swansea",0,"second",0
"2015/16","Norwich","Liverpool",1,"second",2
"2015/16","West Ham","Man City",1,"second",1
"2015/16","West Brom","Aston Villa",1,"second",0
"2015/16","Watford","Newcastle",1,"second",2
"2015/16","Sunderland","Bournemouth",1,"second",0
"2015/16","Crystal Palace","Tottenham",1,"second",0
"2015/16","Man Utd","Southampton",1,"second",0
"2015/16","Leicester","Stoke",1,"second",2
"2015/16","Liverpool","Norwich",0,"second",4
"2015/16","Man City","West Ham",0,"second",1
"2015/16","Aston Villa","West Brom",0,"second",0
"2015/16","Newcastle","Watford",0,"second",1
"2015/16","Bournemouth","Sunderland",0,"second",0
"2015/16","Tottenham","Crystal Palace",0,"second",3
"2015/16","Southampton","Man Utd",0,"second",1
"2015/16","Stoke","Leicester",0,"second",0
"2015/16","Everton","Swansea",1,"second",0
"2015/16","Arsenal","Chelsea",1,"second",0
"2015/16","Swansea","Everton",0,"second",0
"2015/16","Chelsea","Arsenal",0,"second",0
"2015/16","Arsenal","Southampton",1,"second",0
"2015/16","Leicester","Liverpool",1,"second",2
"2015/16","Norwich","Tottenham",1,"second",0
"2015/16","West Ham","Aston Villa",1,"second",2
"2015/16","Sunderland","Man City",1,"second",0
"2015/16","Crystal Palace","Bournemouth",1,"second",0
"2015/16","Man Utd","Stoke",1,"second",1
"2015/16","West Brom","Swansea",1,"second",1
"2015/16","Southampton","Arsenal",0,"second",0
"2015/16","Liverpool","Leicester",0,"second",0
"2015/16","Tottenham","Norwich",0,"second",1
"2015/16","Aston Villa","West Ham",0,"second",0
"2015/16","Man City","Sunderland",0,"second",0
"2015/16","Bournemouth","Crystal Palace",0,"second",1
"2015/16","Stoke","Man Utd",0,"second",0
"2015/16","Swansea","West Brom",0,"second",1
"2015/16","Watford","Chelsea",1,"second",0
"2015/16","Everton","Newcastle",1,"second",2
"2015/16","Chelsea","Watford",0,"second",0
"2015/16","Newcastle","Everton",0,"second",0
"2015/16","Man City","Leicester",1,"second",1
"2015/16","Newcastle","West Brom",1,"second",0
"2015/16","Stoke","Everton",1,"second",0
"2015/16","Tottenham","Watford",1,"second",1
"2015/16","Swansea","Crystal Palace",1,"second",0
"2015/16","Aston Villa","Norwich",1,"second",1
"2015/16","Liverpool","Sunderland",1,"second",2
"2015/16","Southampton","West Ham",1,"second",0
"2015/16","Leicester","Man City",0,"second",2
"2015/16","West Brom","Newcastle",0,"second",0
"2015/16","Everton","Stoke",0,"second",0
"2015/16","Watford","Tottenham",0,"second",0
"2015/16","Crystal Palace","Swansea",0,"second",1
"2015/16","Norwich","Aston Villa",0,"second",0
"2015/16","Sunderland","Liverpool",0,"second",2
"2015/16","West Ham","Southampton",0,"second",0
"2015/16","Bournemouth","Arsenal",1,"second",0
"2015/16","Chelsea","Man Utd",1,"second",1
"2015/16","Arsenal","Bournemouth",0,"second",0
"2015/16","Man Utd","Chelsea",0,"second",1
"2015/16","Swansea","Southampton",1,"second",0
"2015/16","Bournemouth","Stoke",1,"second",1
"2015/16","Everton","West Brom",1,"second",0
"2015/16","Crystal Palace","Watford",1,"second",0
"2015/16","Sunderland","Man Utd",1,"second",1
"2015/16","Norwich","West Ham",1,"second",2
"2015/16","Chelsea","Newcastle",1,"second",2
"2015/16","Southampton","Swansea",0,"second",1
"2015/16","Stoke","Bournemouth",0,"second",2
"2015/16","West Brom","Everton",0,"second",0
"2015/16","Watford","Crystal Palace",0,"second",1
"2015/16","Man Utd","Sunderland",0,"second",0
"2015/16","West Ham","Norwich",0,"second",2
"2015/16","Newcastle","Chelsea",0,"second",1
"2015/16","Man City","Tottenham",1,"second",1
"2015/16","Arsenal","Leicester",1,"second",2
"2015/16","Aston Villa","Liverpool",1,"second",0
"2015/16","Tottenham","Man City",0,"second",2
"2015/16","Leicester","Arsenal",0,"second",0
"2015/16","Liverpool","Aston Villa",0,"second",4
"2015/16","West Ham","Sunderland",1,"second",0
"2015/16","Watford","Bournemouth",1,"second",0
"2015/16","Leicester","Norwich",1,"second",1
"2015/16","Southampton","Chelsea",1,"second",0
"2015/16","Stoke","Aston Villa",1,"second",2
"2015/16","West Brom","Crystal Palace",1,"second",0
"2015/16","Sunderland","West Ham",0,"second",0
"2015/16","Bournemouth","Watford",0,"second",0
"2015/16","Norwich","Leicester",0,"second",0
"2015/16","Chelsea","Southampton",0,"second",2
"2015/16","Aston Villa","Stoke",0,"second",1
"2015/16","Crystal Palace","West Brom",0,"second",2
"2015/16","Tottenham","Swansea",1,"second",2
"2015/16","Man Utd","Arsenal",1,"second",1
"2015/16","Swansea","Tottenham",0,"second",0
"2015/16","Arsenal","Man Utd",0,"second",1
"2015/16","Aston Villa","Everton",1,"second",1
"2015/16","Bournemouth","Southampton",1,"second",1
"2015/16","Leicester","West Brom",1,"second",0
"2015/16","Norwich","Chelsea",1,"second",1
"2015/16","Sunderland","Crystal Palace",1,"second",1
"2015/16","Everton","Aston Villa",0,"second",1
"2015/16","Southampton","Bournemouth",0,"second",0
"2015/16","West Brom","Leicester",0,"second",1
"2015/16","Chelsea","Norwich",0,"second",0
"2015/16","Crystal Palace","Sunderland",0,"second",2
"2015/16","West Ham","Tottenham",1,"second",0
"2015/16","Stoke","Newcastle",1,"second",1
"2015/16","Arsenal","Swansea",1,"second",0
"2015/16","Liverpool","Man City",1,"second",1
"2015/16","Man Utd","Watford",1,"second",1
"2015/16","Tottenham","West Ham",0,"second",0
"2015/16","Newcastle","Stoke",0,"second",0
"2015/16","Swansea","Arsenal",0,"second",1
"2015/16","Man City","Liverpool",0,"second",0
"2015/16","Watford","Man Utd",0,"second",0
"2015/16","Watford","Leicester",1,"second",0
"2015/16","Newcastle","Bournemouth",1,"second",1
"2015/16","Man City","Aston Villa",1,"second",4
"2015/16","Everton","West Ham",1,"second",1
"2015/16","Swansea","Norwich",1,"second",1
"2015/16","Southampton","Sunderland",1,"second",1
"2015/16","Chelsea","Stoke",1,"second",0
"2015/16","Tottenham","Arsenal",1,"second",2
"2015/16","Leicester","Watford",0,"second",1
"2015/16","Bournemouth","Newcastle",0,"second",2
"2015/16","Aston Villa","Man City",0,"second",0
"2015/16","West Ham","Everton",0,"second",3
"2015/16","Norwich","Swansea",0,"second",0
"2015/16","Sunderland","Southampton",0,"second",1
"2015/16","Stoke","Chelsea",0,"second",1
"2015/16","Arsenal","Tottenham",0,"second",1
"2015/16","Crystal Palace","Liverpool",1,"second",1
"2015/16","West Brom","Man Utd",1,"second",1
"2015/16","Liverpool","Crystal Palace",0,"second",2
"2015/16","Man Utd","West Brom",0,"second",0
"2015/16","Norwich","Man City",1,"second",0
"2015/16","Stoke","Southampton",1,"second",1
"2015/16","Bournemouth","Swansea",1,"second",2
"2015/16","Man City","Norwich",0,"second",0
"2015/16","Southampton","Stoke",0,"second",0
"2015/16","Swansea","Bournemouth",0,"second",1
"2015/16","Aston Villa","Tottenham",1,"second",0
"2015/16","Tottenham","Aston Villa",0,"second",1
"2015/16","Leicester","Newcastle",1,"second",0
"2015/16","Newcastle","Leicester",0,"second",0
"2015/16","Everton","Arsenal",1,"second",0
"2015/16","Chelsea","West Ham",1,"second",1
"2015/16","Watford","Stoke",1,"second",1
"2015/16","West Brom","Norwich",1,"second",0
"2015/16","Swansea","Aston Villa",1,"second",1
"2015/16","Crystal Palace","Leicester",1,"second",0
"2015/16","Arsenal","Everton",0,"second",0
"2015/16","West Ham","Chelsea",0,"second",1
"2015/16","Stoke","Watford",0,"second",1
"2015/16","Norwich","West Brom",0,"second",1
"2015/16","Aston Villa","Swansea",0,"second",0
"2015/16","Leicester","Crystal Palace",0,"second",0
"2015/16","Southampton","Liverpool",1,"second",3
"2015/16","Newcastle","Sunderland",1,"second",1
"2015/16","Tottenham","Bournemouth",1,"second",1
"2015/16","Man City","Man Utd",1,"second",0
"2015/16","Liverpool","Southampton",0,"second",0
"2015/16","Sunderland","Newcastle",0,"second",0
"2015/16","Bournemouth","Tottenham",0,"second",0
"2015/16","Man Utd","Man City",0,"second",0
"2015/16","Aston Villa","Chelsea",1,"second",0
"2015/16","Bournemouth","Man City",1,"second",0
"2015/16","Norwich","Newcastle",1,"second",2
"2015/16","Stoke","Swansea",1,"second",1
"2015/16","Sunderland","West Brom",1,"second",0
"2015/16","West Ham","Crystal Palace",1,"second",0
"2015/16","Arsenal","Watford",1,"second",2
"2015/16","Liverpool","Tottenham",1,"second",1
"2015/16","Chelsea","Aston Villa",0,"second",2
"2015/16","Man City","Bournemouth",0,"second",1
"2015/16","Newcastle","Norwich",0,"second",2
"2015/16","Swansea","Stoke",0,"second",2
"2015/16","West Brom","Sunderland",0,"second",0
"2015/16","Crystal Palace","West Ham",0,"second",1
"2015/16","Watford","Arsenal",0,"second",0
"2015/16","Tottenham","Liverpool",0,"second",1
"2015/16","Leicester","Southampton",1,"second",0
"2015/16","Man Utd","Everton",1,"second",1
"2015/16","Southampton","Leicester",0,"second",0
"2015/16","Everton","Man Utd",0,"second",0
"2015/16","West Ham","Arsenal",1,"second",1
"2015/16","Watford","Everton",1,"second",0
"2015/16","Aston Villa","Bournemouth",1,"second",1
"2015/16","Crystal Palace","Norwich",1,"second",1
"2015/16","Southampton","Newcastle",1,"second",1
"2015/16","Swansea","Chelsea",1,"second",0
"2015/16","Man City","West Brom",1,"second",1
"2015/16","Arsenal","West Ham",0,"second",1
"2015/16","Everton","Watford",0,"second",0
"2015/16","Bournemouth","Aston Villa",0,"second",1
"2015/16","Norwich","Crystal Palace",0,"second",0
"2015/16","Newcastle","Southampton",0,"second",1
"2015/16","Chelsea","Swansea",0,"second",0
"2015/16","West Brom","Man City",0,"second",0
"2015/16","Sunderland","Leicester",1,"second",0
"2015/16","Tottenham","Man Utd",1,"second",3
"2015/16","Liverpool","Stoke",1,"second",2
"2015/16","Leicester","Sunderland",0,"second",2
"2015/16","Man Utd","Tottenham",0,"second",0
"2015/16","Stoke","Liverpool",0,"second",0
"2015/16","Crystal Palace","Everton",1,"second",0
"2015/16","Everton","Crystal Palace",0,"second",0
"2015/16","Norwich","Sunderland",1,"second",0
"2015/16","West Brom","Watford",1,"second",0
"2015/16","Everton","Southampton",1,"second",1
"2015/16","Man Utd","Aston Villa",1,"second",0
"2015/16","Newcastle","Swansea",1,"second",2
"2015/16","Chelsea","Man City",1,"second",0
"2015/16","Sunderland","Norwich",0,"second",2
"2015/16","Watford","West Brom",0,"second",0
"2015/16","Southampton","Everton",0,"second",1
"2015/16","Aston Villa","Man Utd",0,"second",0
"2015/16","Swansea","Newcastle",0,"second",0
"2015/16","Man City","Chelsea",0,"second",2
"2015/16","Leicester","West Ham",1,"second",1
"2015/16","Bournemouth","Liverpool",1,"second",1
"2015/16","Arsenal","Crystal Palace",1,"second",0
"2015/16","West Ham","Leicester",0,"second",2
"2015/16","Liverpool","Bournemouth",0,"second",0
"2015/16","Crystal Palace","Arsenal",0,"second",1
"2015/16","Stoke","Tottenham",1,"second",0
"2015/16","Tottenham","Stoke",0,"second",3
"2015/16","Newcastle","Man City",1,"second",0
"2015/16","Man City","Newcastle",0,"second",0
"2015/16","West Ham","Watford",1,"second",1
"2015/16","Liverpool","Everton",1,"second",2
"2015/16","Man Utd","Crystal Palace",1,"second",1
"2015/16","Watford","West Ham",0,"second",1
"2015/16","Everton","Liverpool",0,"second",0
"2015/16","Crystal Palace","Man Utd",0,"second",0
"2015/16","Arsenal","West Brom",1,"second",0
"2015/16","West Brom","Arsenal",0,"second",0
"2015/16","Man City","Stoke",1,"second",2
"2015/16","Liverpool","Newcastle",1,"second",0
"2015/16","Aston Villa","Southampton",1,"second",1
"2015/16","Bournemouth","Chelsea",1,"second",0
"2015/16","Stoke","Man City",0,"second",0
"2015/16","Newcastle","Liverpool",0,"second",2
"2015/16","Southampton","Aston Villa",0,"second",2
"2015/16","Chelsea","Bournemouth",0,"second",2
"2015/16","Sunderland","Arsenal",1,"second",0
"2015/16","Leicester","Swansea",1,"second",2
"2015/16","Arsenal","Sunderland",0,"second",0
"2015/16","Swansea","Leicester",0,"second",0
"2015/16","Tottenham","West Brom",1,"second",0
"2015/16","West Brom","Tottenham",0,"second",1
"2015/16","Everton","Bournemouth",1,"second",1
"2015/16","Arsenal","Norwich",1,"second",1
"2015/16","West Brom","West Ham",1,"second",0
"2015/16","Watford","Aston Villa",1,"second",2
"2015/16","Newcastle","Crystal Palace",1,"second",1
"2015/16","Stoke","Sunderland",1,"second",1
"2015/16","Bournemouth","Everton",0,"second",0
"2015/16","Norwich","Arsenal",0,"second",0
"2015/16","West Ham","West Brom",0,"second",1
"2015/16","Aston Villa","Watford",0,"second",1
"2015/16","Crystal Palace","Newcastle",0,"second",0
"2015/16","Sunderland","Stoke",0,"second",1
"2015/16","Southampton","Man City",1,"second",2
"2015/16","Man Utd","Leicester",1,"second",0
"2015/16","Swansea","Liverpool",1,"second",1
"2015/16","Man City","Southampton",0,"second",1
"2015/16","Leicester","Man Utd",0,"second",0
"2015/16","Liverpool","Swansea",0,"second",1
"2015/16","Chelsea","Tottenham",1,"second",2
"2015/16","Tottenham","Chelsea",0,"second",0
"2015/16","Norwich","Man Utd",1,"second",0
"2015/16","Sunderland","Chelsea",1,"second",2
"2015/16","West Ham","Swansea",1,"second",1
"2015/16","Crystal Palace","Stoke",1,"second",2
"2015/16","Aston Villa","Newcastle",1,"second",0
"2015/16","Bournemouth","West Brom",1,"second",1
"2015/16","Leicester","Everton",1,"second",1
"2015/16","Man Utd","Norwich",0,"second",1
"2015/16","Chelsea","Sunderland",0,"second",0
"2015/16","Swansea","West Ham",0,"second",2
"2015/16","Stoke","Crystal Palace",0,"second",0
"2015/16","Newcastle","Aston Villa",0,"second",0
"2015/16","West Brom","Bournemouth",0,"second",0
"2015/16","Everton","Leicester",0,"second",1
"2015/16","Tottenham","Southampton",1,"second",0
"2015/16","Liverpool","Watford",1,"second",1
"2015/16","Man City","Arsenal",1,"second",1
"2015/16","Southampton","Tottenham",0,"second",1
"2015/16","Watford","Liverpool",0,"second",0
"2015/16","Arsenal","Man City",0,"second",1
"2015/16","West Ham","Man Utd",1,"second",2
"2015/16","Man Utd","West Ham",0,"second",2
"2015/16","Sunderland","Everton",1,"second",1
"2015/16","Norwich","Watford",1,"second",1
"2015/16","Liverpool","Chelsea",1,"second",1
"2015/16","Everton","Sunderland",0,"second",0
"2015/16","Watford","Norwich",0,"second",1
"2015/16","Chelsea","Liverpool",0,"second",0
"2015/16","Southampton","Crystal Palace",1,"second",3
"2015/16","Stoke","West Ham",1,"second",2
"2015/16","Swansea","Man City",1,"second",0
"2015/16","Watford","Sunderland",1,"second",2
"2015/16","West Brom","Liverpool",1,"second",0
"2015/16","Arsenal","Aston Villa",1,"second",3
"2015/16","Chelsea","Leicester",1,"second",1
"2015/16","Everton","Norwich",1,"second",1
"2015/16","Newcastle","Tottenham",1,"second",3
"2015/16","Crystal Palace","Southampton",0,"second",1
"2015/16","West Ham","Stoke",0,"second",0
"2015/16","Man City","Swansea",0,"second",0
"2015/16","Sunderland","Watford",0,"second",1
"2015/16","Liverpool","West Brom",0,"second",0
"2015/16","Aston Villa","Arsenal",0,"second",0
"2015/16","Leicester","Chelsea",0,"second",1
"2015/16","Norwich","Everton",0,"second",0
"2015/16","Tottenham","Newcastle",0,"second",1
"2015/16","Man Utd","Bournemouth",1,"second",2
"2015/16","Bournemouth","Man Utd",0,"second",1
"2016/17","Burnley","Swansea",1,"second",0
"2016/17","Crystal Palace","West Brom",1,"second",0
"2016/17","Everton","Tottenham",1,"second",0
"2016/17","Hull","Leicester",1,"second",1
"2016/17","Man City","Sunderland",1,"second",1
"2016/17","Middlesbrough","Stoke",1,"second",0
"2016/17","Southampton","Watford",1,"second",1
"2016/17","Swansea","Burnley",0,"second",1
"2016/17","West Brom","Crystal Palace",0,"second",1
"2016/17","Tottenham","Everton",0,"second",1
"2016/17","Leicester","Hull",0,"second",1
"2016/17","Sunderland","Man City",0,"second",1
"2016/17","Stoke","Middlesbrough",0,"second",1
"2016/17","Watford","Southampton",0,"second",0
"2016/17","Arsenal","Liverpool",1,"second",2
"2016/17","Bournemouth","Man Utd",1,"second",1
"2016/17","Liverpool","Arsenal",0,"second",3
"2016/17","Man Utd","Bournemouth",0,"second",2
"2016/17","Chelsea","West Ham",1,"second",2
"2016/17","West Ham","Chelsea",0,"second",1
"2016/17","Man Utd","Southampton",1,"second",1
"2016/17","Southampton","Man Utd",0,"second",0
"2016/17","Burnley","Liverpool",1,"second",0
"2016/17","Leicester","Arsenal",1,"second",0
"2016/17","Stoke","Man City",1,"second",1
"2016/17","Swansea","Hull",1,"second",0
"2016/17","Tottenham","Crystal Palace",1,"second",1
"2016/17","Watford","Chelsea",1,"second",1
"2016/17","West Brom","Everton",1,"second",0
"2016/17","Liverpool","Burnley",0,"second",0
"2016/17","Arsenal","Leicester",0,"second",0
"2016/17","Man City","Stoke",0,"second",2
"2016/17","Hull","Swansea",0,"second",2
"2016/17","Crystal Palace","Tottenham",0,"second",0
"2016/17","Chelsea","Watford",0,"second",2
"2016/17","Everton","West Brom",0,"second",1
"2016/17","Sunderland","Middlesbrough",1,"second",1
"2016/17","West Ham","Bournemouth",1,"second",1
"2016/17","Middlesbrough","Sunderland",0,"second",0
"2016/17","Bournemouth","West Ham",0,"second",0
"2016/17","Chelsea","Burnley",1,"second",1
"2016/17","Crystal Palace","Bournemouth",1,"second",1
"2016/17","Everton","Stoke",1,"second",1
"2016/17","Hull","Man Utd",1,"second",0
"2016/17","Leicester","Swansea",1,"second",1
"2016/17","Southampton","Sunderland",1,"second",1
"2016/17","Tottenham","Liverpool",1,"second",1
"2016/17","Watford","Arsenal",1,"second",1
"2016/17","Burnley","Chelsea",0,"second",0
"2016/17","Bournemouth","Crystal Palace",0,"second",0
"2016/17","Stoke","Everton",0,"second",0
"2016/17","Man Utd","Hull",0,"second",1
"2016/17","Swansea","Leicester",0,"second",1
"2016/17","Sunderland","Southampton",0,"second",1
"2016/17","Liverpool","Tottenham",0,"second",0
"2016/17","Arsenal","Watford",0,"second",0
"2016/17","Man City","West Ham",1,"second",1
"2016/17","West Brom","Middlesbrough",1,"second",0
"2016/17","West Ham","Man City",0,"second",1
"2016/17","Middlesbrough","West Brom",0,"second",0
"2016/17","Arsenal","Southampton",1,"second",1
"2016/17","Bournemouth","West Brom",1,"second",1
"2016/17","Burnley","Hull",1,"second",1
"2016/17","Liverpool","Leicester",1,"second",2
"2016/17","Man Utd","Man City",1,"second",0
"2016/17","Middlesbrough","Crystal Palace",1,"second",0
"2016/17","Stoke","Tottenham",1,"second",0
"2016/17","West Ham","Watford",1,"second",0
"2016/17","Southampton","Arsenal",0,"second",0
"2016/17","West Brom","Bournemouth",0,"second",0
"2016/17","Hull","Burnley",0,"second",1
"2016/17","Leicester","Liverpool",0,"second",0
"2016/17","Man City","Man Utd",0,"second",0
"2016/17","Crystal Palace","Middlesbrough",0,"second",1
"2016/17","Tottenham","Stoke",0,"second",3
"2016/17","Watford","West Ham",0,"second",2
"2016/17","Swansea","Chelsea",1,"second",2
"2016/17","Chelsea","Swansea",0,"second",1
"2016/17","Sunderland","Everton",1,"second",0
"2016/17","Everton","Sunderland",0,"second",3
"2016/17","Chelsea","Liverpool",1,"second",1
"2016/17","Liverpool","Chelsea",0,"second",0
"2016/17","Everton","Middlesbrough",1,"second",0
"2016/17","Hull","Arsenal",1,"second",1
"2016/17","Leicester","Burnley",1,"second",2
"2016/17","Man City","Bournemouth",1,"second",2
"2016/17","West Brom","West Ham",1,"second",1
"2016/17","Middlesbrough","Everton",0,"second",0
"2016/17","Arsenal","Hull",0,"second",3
"2016/17","Burnley","Leicester",0,"second",0
"2016/17","Bournemouth","Man City",0,"second",0
"2016/17","West Ham","West Brom",0,"second",2
"2016/17","Crystal Palace","Stoke",1,"second",2
"2016/17","Southampton","Swansea",1,"second",1
"2016/17","Tottenham","Sunderland",1,"second",1
"2016/17","Watford","Man Utd",1,"second",2
"2016/17","Stoke","Crystal Palace",0,"second",1
"2016/17","Swansea","Southampton",0,"second",0
"2016/17","Sunderland","Tottenham",0,"second",0
"2016/17","Man Utd","Watford",0,"second",1
"2016/17","Arsenal","Chelsea",1,"second",0
"2016/17","Bournemouth","Everton",1,"second",0
"2016/17","Liverpool","Hull",1,"second",2
"2016/17","Man Utd","Leicester",1,"second",0
"2016/17","Middlesbrough","Tottenham",1,"second",1
"2016/17","Stoke","West Brom",1,"second",1
"2016/17","Sunderland","Crystal Palace",1,"second",1
"2016/17","Swansea","Man City",1,"second",0
"2016/17","Chelsea","Arsenal",0,"second",0
"2016/17","Everton","Bournemouth",0,"second",0
"2016/17","Hull","Liverpool",0,"second",1
"2016/17","Leicester","Man Utd",0,"second",1
"2016/17","Tottenham","Middlesbrough",0,"second",0
"2016/17","West Brom","Stoke",0,"second",1
"2016/17","Crystal Palace","Sunderland",0,"second",3
"2016/17","Man City","Swansea",0,"second",2
"2016/17","West Ham","Southampton",1,"second",0
"2016/17","Southampton","West Ham",0,"second",2
"2016/17","Burnley","Watford",1,"second",1
"2016/17","Watford","Burnley",0,"second",0
"2016/17","Everton","Crystal Palace",1,"second",0
"2016/17","Crystal Palace","Everton",0,"second",1
"2016/17","Hull","Chelsea",1,"second",0
"2016/17","Swansea","Liverpool",1,"second",0
"2016/17","Sunderland","West Brom",1,"second",1
"2016/17","Watford","Bournemouth",1,"second",2
"2016/17","West Ham","Middlesbrough",1,"second",1
"2016/17","Chelsea","Hull",0,"second",2
"2016/17","Liverpool","Swansea",0,"second",2
"2016/17","West Brom","Sunderland",0,"second",0
"2016/17","Bournemouth","Watford",0,"second",1
"2016/17","Middlesbrough","West Ham",0,"second",1
"2016/17","Burnley","Arsenal",1,"second",0
"2016/17","Leicester","Southampton",1,"second",0
"2016/17","Man Utd","Stoke",1,"second",1
"2016/17","Tottenham","Man City",1,"second",0
"2016/17","Arsenal","Burnley",0,"second",1
"2016/17","Southampton","Leicester",0,"second",0
"2016/17","Stoke","Man Utd",0,"second",1
"2016/17","Man City","Tottenham",0,"second",0
"2016/17","Arsenal","Swansea",1,"second",1
"2016/17","Bournemouth","Hull",1,"second",3
"2016/17","Chelsea","Leicester",1,"second",1
"2016/17","Crystal Palace","West Ham",1,"second",0
"2016/17","Man City","Everton",1,"second",1
"2016/17","Stoke","Sunderland",1,"second",0
"2016/17","West Brom","Tottenham",1,"second",1
"2016/17","Swansea","Arsenal",0,"second",1
"2016/17","Hull","Bournemouth",0,"second",0
"2016/17","Leicester","Chelsea",0,"second",0
"2016/17","West Ham","Crystal Palace",0,"second",0
"2016/17","Everton","Man City",0,"second",1
"2016/17","Sunderland","Stoke",0,"second",0
"2016/17","Tottenham","West Brom",0,"second",1
"2016/17","Middlesbrough","Watford",1,"second",0
